protein,fat,carbohydrates,sugar,sodium,calories,class
1.0,3.0,8.0,4.0,10.0,60.0,1
0.0,0.5,25.0,15.0,15.0,100.0,1
0.0,0.0,21.0,20.0,5.0,90.0,1
0.0,1.5,6.0,6.0,0.0,35.0,1
0.0,2.5,10.0,8.0,55.0,60.0,1
2.0,7.0,22.0,13.0,90.0,160.0,1
4.0,2.0,36.0,36.0,55.0,180.0,1
6.0,6.0,19.0,19.0,85.0,160.0,1
0.0,1.5,3.0,0.0,4.0,27.0,1
0.0,1.5,5.0,5.0,40.0,35.0,1
0.0,0.0,12.0,8.0,0.0,48.0,1
1.0,6.0,29.0,20.0,150.0,170.0,1
16.8,18.6,47.5,45.5,215.0,425.0,1
1.0,6.0,11.0,11.0,25.0,105.0,1
1.0,3.5,20.0,0.0,30.0,120.0,1
1.0,0.4,0.0,0.0,4.7,2.0,1
0.0,0.0,0.0,0.0,0.0,50.0,1
1.0,2.5,10.0,7.0,0.0,60.0,1
1.0,0.5,23.0,21.0,20.0,110.0,1
7.0,18.0,53.0,19.0,400.0,400.0,1
0.0,0.5,1.0,0.0,0.0,10.0,1
0.0,1.0,5.0,5.0,0.0,30.0,1
0.0,0.0,0.0,0.0,0.0,2.0,1
1.0,7.0,29.0,28.0,50.0,180.0,1
3.0,7.0,15.0,13.0,40.0,130.0,1
1.5,0.9,27.9,14.45,172.0,124.0,1
0.6,0.9,6.4,2.0,24.0,37.0,1
0.0,10.0,25.0,23.0,20.0,190.0,1
0.0,2.0,12.0,8.0,55.0,60.0,1
1.0,0.0,0.0,0.0,10.0,5.0,1
1.0,4.5,23.0,22.0,35.0,140.0,1
1.5,4.4,6.5,0.0,0.0,90.0,1
6.0,2.5,28.0,26.0,80.0,150.0,1
2.0,1.0,3.0,3.0,0.0,30.0,1
0.0,1.5,5.0,5.0,0.0,35.0,1
0.0,2.0,12.0,10.0,55.0,70.0,1
3.0,9.0,3.0,1.0,0.0,100.0,0
3.0,6.0,2.0,1.0,40.0,70.0,0
2.0,4.5,20.0,0.0,160.0,130.0,0
18.22,43.85,30.19,5.91,12.0,553.0,0
7.91,75.77,13.82,4.57,5.0,718.0,0
20.27,45.39,27.51,7.66,1.0,562.0,0
8.0,1.0,44.0,5.0,290.0,210.0,0
13.69,68.37,13.08,3.59,2.0,673.0,0
2.0,10.0,2.0,1.0,0.0,100.0,0
7.0,14.0,7.0,2.0,80.0,170.0,0
5.0,14.0,7.0,2.0,0.0,160.0,0
11.57,60.98,19.3,0.0,72.0,629.0,0
2.0,4.5,20.0,1.0,120.0,130.0,0
2.0,4.5,20.0,0.0,160.0,130.0,0
21.15,49.93,21.55,4.35,1.0,579.0,0
9.17,71.97,13.86,3.97,0.0,0.0,0
7.0,14.0,5.0,1.0,210.0,160.0,0
5.0,20.0,4.0,1.0,1.0,200.0,0
6.0,15.0,5.0,1.0,50.0,170.0,0
2.0,21.0,4.0,1.0,55.0,200.0,0
2.1,8.5,2.0,0.6,0.0,88.0,0
5.0,16.0,6.0,1.0,95.0,170.0,0
15.23,65.21,13.71,2.61,2.0,654.0,0
5.0,15.0,6.0,1.0,120.0,170.0,0
5.0,15.0,5.0,1.0,120.0,170.0,0
15.31,46.35,32.69,5.01,640.0,574.0,0
8.0,9.6,4.5,0.0,30.0,124.0,0
2.0,21.0,4.0,1.0,80.0,200.0,0
20.95,44.82,28.66,7.74,428.0,564.0,0
5.0,17.0,7.0,1.0,120.0,200.0,0
6.0,15.0,6.0,1.0,110.0,170.0,0
0.6,1.7,7.2,3.1,0.1,47.0,0
15.31,46.35,32.69,5.01,16.0,574.0,0
7.79,76.08,12.83,4.14,353.0,716.0,0
6.0,15.0,5.0,1.0,0.0,170.0,0
0.7,3.3,0.6,0.1,0.0,33.0,0
5.0,14.0,7.0,2.0,0.0,160.0,0
8.0,20.0,11.0,3.0,0.0,240.0,0
21.4,52.52,18.67,4.63,19.0,590.0,0
7.0,15.0,5.0,1.0,85.0,170.0,0
6.0,19.0,8.0,0.0,0.0,210.0,0
2.0,24.0,4.0,1.0,95.0,230.0,0
5.0,16.0,7.0,2.0,0.0,190.0,0
2.0,10.0,2.0,1.0,0.0,100.0,0
5.0,14.0,7.0,1.0,80.0,170.0,0
4.4,15.6,1.7,1.2,0.1,179.0,0
6.0,15.0,5.0,1.0,90.0,170.0,0
3.33,33.49,15.23,6.23,20.0,354.0,0
14.95,60.75,16.7,4.34,0.0,628.0,0
4.0,19.0,4.0,1.0,0.0,190.0,0
4.0,21.0,2.0,0.0,0.38,205.0,0
6.0,14.0,6.0,1.0,0.0,160.0,0
6.0,15.0,6.0,1.0,0.0,170.0,0
5.0,16.0,6.0,1.0,95.0,170.0,0
17.3,51.45,25.35,4.8,345.0,594.0,0
3.17,2.2,52.96,10.6,2.0,245.0,0
5.0,16.0,6.0,1.0,110.0,170.0,0
3.0,9.0,3.0,1.0,0.0,100.0,0
5.0,17.0,6.0,1.0,60.0,190.0,0
4.0,20.0,4.0,1.0,5.0,200.0,0
2.0,24.0,4.0,1.0,105.0,230.0,0
5.0,15.0,6.0,1.0,110.0,170.0,0
4.48,1.19,52.36,0.0,4.0,239.0,0
8.0,23.0,9.0,2.0,0.0,260.0,0
7.0,13.0,7.0,4.0,100.0,160.0,0
5.0,15.0,6.0,1.0,100.0,170.0,0
4.0,11.0,20.0,13.0,135.0,190.0,0
6.0,10.0,11.0,1.0,20.0,160.0,0
20.0,45.0,28.0,7.7,0.0,620.0,0
9.0,5.0,7.0,0.0,110.0,100.0,0
8.0,20.0,11.0,3.0,0.0,240.0,0
3.0,20.0,4.0,1.0,0.0,200.0,0
4.0,21.0,4.0,1.0,0.0,200.0,0
6.0,15.0,5.0,1.0,120.0,170.0,0
7.1,23.4,4.5,0.0,0.0,262.0,0
2.0,10.0,2.0,1.0,0.0,100.0,0
5.0,19.0,7.0,2.0,130.0,200.0,0
6.0,15.0,5.0,1.0,110.0,170.0,0
14.1,23.7,5.7,3.4,1050.0,297.0,0
24.06,59.33,9.58,1.1,2.0,619.0,0
4.0,8.0,17.0,1.0,270.0,150.0,0
6.0,15.0,5.0,1.0,120.0,170.0,0
6.0,15.0,5.0,1.0,50.0,170.0,0
5.0,14.0,7.0,2.0,0.0,160.0,0
0.61,2.61,0.55,0.1,0.0,26.0,0
3.0,9.0,3.0,1.0,15.0,100.0,0
2.0,9.0,1.0,0.0,0.0,80.0,0
9.0,6.0,25.0,10.0,190.0,180.0,0
5.0,16.0,6.0,1.0,120.0,170.0,0
8.0,18.0,7.0,2.0,60.0,210.0,0
5.25,11.3,4.9,1.9,4.0,146.0,0
2.2,21.4,4.0,1.3,1.4,203.0,0
6.0,15.0,5.0,1.0,120.0,170.0,0
8.0,1.0,44.0,5.0,290.0,210.0,0
7.0,15.0,5.0,1.0,80.0,170.0,0
5.0,16.0,6.0,1.0,75.0,170.0,0
7.0,17.0,8.0,1.0,135.0,200.0,0
3.0,5.0,3.0,1.0,30.0,70.0,0
4.0,19.0,4.0,1.0,0.0,190.0,0
3.0,24.0,0.0,0.0,140.0,210.0,0
7.0,0.5,20.0,1.0,10.0,110.0,1
6.0,3.0,22.0,2.0,460.0,140.0,1
6.0,1.0,18.0,1.0,540.0,100.0,1
0.0,0.0,34.0,27.0,0.0,140.0,1
2.0,0.0,4.0,2.0,0.0,25.0,1
1.0,0.0,3.0,2.0,290.0,15.0,1
7.0,1.0,23.0,1.0,250.0,120.0,1
7.0,1.0,19.0,1.0,10.0,110.0,1
6.0,2.5,18.0,1.0,540.0,120.0,1
8.0,3.0,9.0,1.0,30.0,100.0,1
7.0,0.5,40.0,1.0,1060.0,190.0,1
1.0,0.0,4.0,2.0,0.0,20.0,1
7.0,1.0,21.0,1.0,480.0,120.0,1
16.0,7.0,33.0,5.0,900.0,260.0,1
4.86,0.81,15.25,0.22,294.0,86.0,1
5.2366,1.563,27.4311,5.595,472.623,134.223,1
5.22,0.6,14.5,1.85,296.0,82.0,1
6.0,0.0,20.0,2.0,10.0,110.0,1
6.0,1.0,29.0,12.0,550.0,140.0,1
5.0,0.0,19.0,1.0,470.0,90.0,1
6.0,1.0,21.0,1.0,300.0,115.0,1
5.0,1.0,25.0,8.0,440.0,130.0,1
15.0,1.0,44.8,0.6,407.0,245.0,1
8.0,3.0,9.0,1.0,30.0,100.0,1
1.0,0.0,4.0,2.0,290.0,20.0,1
7.0,1.0,19.0,1.0,250.0,110.0,1
7.7,1.7,27.8,1.5,517.0,153.0,1
8.0,1.0,22.0,0.0,0.0,120.0,1
2.0,0.0,6.0,2.0,0.0,30.0,1
4.452,0.674,17.363,0.826,325.778,92.438,1
1.0,0.0,6.0,2.0,0.0,30.0,1
6.0,1.0,19.0,1.0,260.0,110.0,1
6.0,0.5,27.0,14.0,480.0,140.0,1
6.0,1.5,20.0,1.0,360.0,110.0,1
2.0,2.0,9.0,3.0,580.0,62.0,1
5.0,0.5,16.0,1.0,380.0,80.0,1
1.0,0.0,5.0,2.0,0.0,25.0,1
6.0,0.0,18.0,1.0,540.0,100.0,1
1.3395,0.1984,5.5849,1.0985,19.1286,24.8058,1
5.0,0.5,15.0,1.0,470.0,80.0,1
6.0,1.0,22.0,1.0,380.0,120.0,1
5.71,5.49,11.91,1.32,522.0,112.0,1
5.54,5.15,21.39,0.0,422.0,151.0,1
7.0,1.0,39.0,1.0,950.0,190.0,1
6.0,1.0,29.0,12.0,550.0,140.0,1
1.83,0.22,6.97,3.26,6.0,31.0,1
1.0,0.0,4.0,2.0,290.0,20.0,1
6.0,0.0,19.0,1.0,360.0,90.0,1
1.3517,0.1542,5.3161,1.1158,222.26,23.5868,1
6.0,1.0,29.0,12.0,550.0,140.0,1
6.0,0.0,19.0,1.0,330.0,100.0,1
4.0,5.0,30.0,0.0,200.0,180.0,1
1.0,0.0,4.0,2.0,290.0,20.0,1
6.0,2.0,18.0,1.0,330.0,110.0,1
24.0,2.0,38.0,1.0,894.0,212.0,1
7.0,1.0,19.0,1.0,370.0,110.0,1
15.0,1.1,47.8,0.7,0.0,255.0,1
6.0,0.0,19.0,1.0,400.0,90.0,1
1.0,0.0,4.0,2.0,400.0,20.0,1
8.0,2.0,25.32,0.0,640.0,148.0,1
5.0,0.0,16.0,0.0,0.0,90.0,1
7.0,3.0,22.0,1.0,390.0,140.0,1
0.5,0.0,2.0,0.41,2.0,9.0,1
6.0,1.0,18.0,1.0,260.0,110.0,1
6.0,1.0,29.0,12.0,550.0,140.0,1
1.82,0.12,7.13,0.0,6.0,31.0,1
8.0,0.0,18.0,1.0,15.0,100.0,1
8.3283,1.881,22.5094,0.3965,86.5705,137.817,1
16.0,9.0,18.0,3.0,970.0,220.0,1
8.0,3.0,21.0,1.0,440.0,140.0,1
8.0,1.5,22.0,4.0,440.0,130.0,1
8.0,1.5,41.0,18.0,780.0,210.0,1
1.2859,1.608,5.3615,1.0546,30.1805,36.3441,1
6.29,5.22,18.83,0.0,0.0,145.0,1
7.0,0.0,19.0,1.0,560.0,110.0,1
9.0,13.0,28.0,0.0,800.0,260.0,1
7.0,1.0,23.0,1.0,250.0,120.0,1
8.1,0.75,21.0,0.5,410.0,135.0,1
6.0,0.0,20.0,2.0,10.0,110.0,1
1.0,2.0,11.0,9.0,0.0,70.0,1
6.0,1.0,17.0,1.0,300.0,115.0,1
7.0,3.0,21.0,1.0,390.0,140.0,1
7.0,0.0,22.0,1.0,290.0,120.0,1
0.0,0.0,34.0,27.0,0.0,140.0,1
19.0,29.0,18.0,2.0,990.0,400.0,1
9.0,1.0,23.0,1.0,220.0,140.0,1
7.673,0.4425,20.178,0.2832,0.885,112.395,1
0.0,0.0,25.0,17.0,80.0,100.0,1
1.0,0.0,6.0,1.0,3.0,30.0,1
9.0,2.5,31.0,1.0,530.0,170.0,1
18.4,1.8,52.0,17.0,840.0,336.0,1
1.0,0.0,4.0,2.0,400.0,20.0,1
0.0,0.0,5.0,1.0,190.0,20.0,1
2.6224,6.5311,7.3726,1.3922,36.6807,91.7018,1
3.0,0.0,3.0,1.0,5.0,25.0,1
6.0,0.5,19.0,1.0,480.0,100.0,1
1.9,0.5,3.2,2.3,0.0,29.0,1
14.0,8.0,27.0,4.0,560.0,240.0,1
1.0,0.0,4.0,2.0,380.0,20.0,1
7.0,3.5,20.0,0.0,370.0,140.0,1
3.0,1.0,21.0,5.0,0.0,100.0,1
2.0,1.0,11.0,7.0,360.0,60.0,1
3.0,1.0,21.0,0.0,0.0,100.0,1
2.0,0.0,24.0,2.0,160.0,100.0,1
0.0,5.0,38.0,0.0,0.0,192.0,1
0.0,0.0,14.0,0.0,0.0,60.0,1
7.0,9.0,19.0,6.0,540.0,180.0,1
15.0,14.0,0.0,0.0,950.0,200.0,1
2.0,4.5,20.0,1.0,120.0,130.0,1
2.0,1.0,11.0,7.0,0.0,60.0,1
3.0,3.0,28.0,0.0,0.0,150.0,1
2.0,4.5,20.0,0.0,160.0,130.0,1
3.0,1.5,15.0,4.0,410.0,80.0,1
3.0,1.0,21.0,5.0,0.0,100.0,1
6.0,8.0,23.0,7.0,480.0,190.0,1
2.0,1.0,11.0,4.0,300.0,60.0,1
3.0,1.0,21.0,0.0,0.0,100.0,1
2.0,1.0,17.0,4.0,310.0,80.0,1
2.0,0.5,18.0,3.0,0.0,80.0,1
3.0,0.5,21.0,3.0,0.0,100.0,1
2.0,1.5,9.0,7.0,200.0,60.0,1
2.0,1.0,17.0,6.0,360.0,80.0,1
3.0,1.0,21.0,5.0,0.0,100.0,1
6.0,5.0,50.0,3.0,660.0,270.0,1
2.0,0.0,24.0,2.0,160.0,100.0,1
2.0,7.0,17.0,0.0,150.0,140.0,1
2.0,1.5,20.0,2.0,10.0,100.0,1
1.0,0.0,27.0,9.0,105.0,120.0,1
2.0,1.0,20.0,2.0,10.0,100.0,1
9.42,4.74,74.26,0.64,35.0,365.0,1
2.0,7.0,18.0,1.0,80.0,140.0,1
0.0,0.0,35.0,28.0,70.0,140.0,1
2.0,0.0,25.0,2.0,240.0,100.0,1
2.63,0.73,27.91,0.0,0.0,126.0,1
2.0,0.5,26.0,3.0,240.0,120.0,1
3.0,1.0,21.0,5.0,0.0,100.0,1
0.0,100.0,0.0,0.0,0.0,884.0,1
3.0,1.0,14.0,6.0,0.0,70.0,1
9.42,4.74,74.26,0.0,35.0,365.0,1
1.3568,2.1735,10.2589,1.6251,79.171,59.1023,1
6.0,15.0,19.0,6.0,570.0,230.0,1
2.0,0.5,26.0,3.0,240.0,120.0,1
0.0,0.0,7.0,0.0,0.0,30.0,1
1.2,0.4,8.5,0.05,31.0,46.0,1
4.0,2.5,37.0,1.0,100.0,180.0,1
3.0,1.5,31.0,0.0,0.0,150.0,1
2.0,1.0,22.0,8.0,360.0,100.0,1
3.0,1.0,14.0,6.0,0.0,70.0,1
2.0,1.0,15.0,2.0,160.0,70.0,1
5.9962,11.365,37.6665,15.253,290.626,271.895,1
2.0,1.5,22.0,2.0,10.0,110.0,1
2.0,1.0,17.0,4.0,310.0,80.0,1
3.0,1.0,21.0,5.0,0.0,100.0,1
2.0,7.0,17.0,0.0,150.0,140.0,1
3.0,1.0,14.0,6.0,0.0,70.0,1
2.0,2.0,29.0,3.0,580.0,140.0,1
2.0,0.5,26.0,3.0,240.0,120.0,1
2.0,4.5,20.0,0.0,160.0,130.0,1
1.9,2.9,12.3,0.0,0.06,88.0,1
2.0,0.6,17.0,0.0,120.0,85.0,1
2.0,11.0,14.0,1.0,290.0,160.0,1
0.5,0.5,6.0,0.5,0.09,28.0,1
2.0,1.0,23.0,1.0,10.0,110.0,1
2.0,4.5,27.0,7.0,340.0,170.0,1
3.27,1.35,18.7,6.26,15.0,86.0,1
6.0,19.0,32.0,14.0,0.0,320.0,1
2.0,4.5,27.0,7.0,340.0,170.0,1
2.25,0.75,15.75,4.0,0.0,75.0,1
2.0,0.5,11.0,5.0,330.0,60.0,1
2.0,1.5,22.0,2.0,10.0,110.0,1
5.9,8.4,51.0,17.78,467.0,305.0,1
2.0,7.0,19.0,0.0,120.0,150.0,1
3.22,1.18,19.02,3.22,15.0,86.0,1
2.0,1.0,11.0,7.0,360.0,60.0,1
1.0,0.0,4.0,0.0,10.0,18.0,1
3.3692,7.2586,17.3556,1.471,21.42,142.986,1
1.0,8.0,18.0,8.0,110.0,140.0,1
3.0,6.0,31.0,2.0,420.0,190.0,1
3.0,1.5,15.0,4.0,410.0,80.0,1
1.0,0.5,26.0,9.0,310.0,110.0,1
2.0,0.0,24.0,3.0,200.0,100.0,1
2.0,6.0,9.0,1.0,180.0,100.0,1
4.42,5.04,16.97,6.59,282.0,131.0,1
6.0,5.0,50.0,3.0,660.0,270.0,1
20.0,8.0,39.0,0.0,486.0,300.0,1
2.0,0.5,26.0,3.0,240.0,120.0,1
2.0,9.0,18.0,0.0,325.0,160.0,1
7.0,9.0,23.0,6.0,890.0,200.0,1
2.0,0.0,24.0,3.0,200.0,100.0,1
2.0,0.5,11.0,5.0,50.0,60.0,1
2.0,1.0,19.0,6.0,0.0,90.0,1
1.0,1.0,14.0,5.0,340.0,70.0,1
1.0,0.0,29.0,24.0,120.0,120.0,1
3.0,1.0,21.0,5.0,0.0,100.0,1
1.844,8.6529,15.1246,4.1804,60.7764,136.028,1
1.0,0.0,3.0,2.0,0.0,15.0,1
6.0,5.0,50.0,3.0,660.0,270.0,1
1.0,0.5,12.0,0.0,0.0,60.0,1
4.0,1.0,14.0,0.0,170.0,80.0,1
2.0,1.5,19.0,2.0,10.0,100.0,1
0.93,0.24,9.58,4.74,69.0,41.0,0
1.0,0.0,8.0,5.0,65.0,35.0,0
0.7,0.2,7.0,3.4,50.0,30.0,0
1.0,0.0,8.0,5.0,65.0,35.0,0
3.0,16.0,37.0,27.0,320.0,300.0,0
0.3,0.0,3.8,1.6,27.0,16.0,0
0.9,0.2,10.0,5.0,69.0,41.0,0
1.0,0.0,8.0,5.0,65.0,35.0,0
0.5,0.1,4.8,2.4,35.0,21.0,0
2.0,0.35,22.0,9.23,68.0,94.0,0
2.0,0.0,15.0,13.0,240.0,70.0,0
5.0,3.5,22.0,12.0,170.0,150.0,0
1.0,0.5,14.0,13.0,170.0,70.0,0
1.0,0.0,8.0,5.0,65.0,35.0,0
1.0,0.0,8.0,5.0,65.0,35.0,0
0.0,0.0,7.0,5.0,60.0,30.0,0
8.0,26.0,98.0,62.0,670.0,650.0,0
2.0,16.0,32.0,18.0,270.0,280.0,0
0.8117,2.5173,18.4453,14.5321,80.0205,98.3697,0
3.0,13.0,37.0,25.0,310.0,280.0,0
6.0,16.0,65.0,35.0,330.0,430.0,0
1.0,5.0,19.0,8.0,650.0,120.0,0
4.0,25.0,46.0,35.0,440.0,420.0,0
1.03,0.19,10.14,0.0,35.0,43.0,0
8.0,6.0,28.0,13.0,130.0,180.0,0
9.0,4.5,44.0,25.0,160.0,240.0,0
2.24,0.35,21.92,9.23,68.0,94.0,0
1.839,5.5575,33.1059,22.6108,201.252,187.161,0
1.0,4.5,11.0,7.0,35.0,90.0,0
4.0,4.0,27.0,17.0,200.0,160.0,0
0.5184,2.2464,11.2318,5.0111,487.806,71.1924,0
2.0,0.0,27.0,23.0,95.0,120.0,0
0.7657,8.2508,13.9673,9.884,282.983,135.506,0
8.0,26.0,98.0,62.0,670.0,650.0,0
10.0,1.25,10.0,0.0,0.0,94.0,0
0.4,0.1,4.09,2.02,29.0,13.0,0
1.1,6.2,13.6,10.8,0.0,116.0,0
0.95,0.15,9.28,3.91,66.0,40.0,0
1.5415,0.6074,14.6269,6.5063,241.324,66.1709,0
1.0639,0.3801,9.8159,6.3177,222.113,43.9524,0
0.7,0.2,7.0,3.4,50.0,30.0,0
0.0,0.0,3.0,2.0,30.0,15.0,0
1.0,4.0,12.0,8.0,0.27,88.0,0
0.93,0.24,9.58,4.74,70.0,41.0,0
1.0,0.1,5.0,5.0,40.0,32.0,0
1.0,0.0,11.0,5.0,76.0,45.0,0
0.1,0.01,0.8,0.5,8.0,4.0,0
2.0,9.0,20.0,19.0,10.0,170.0,0
1.0,0.0,8.0,3.0,58.0,17.5,0
2.0,0.0,15.0,13.0,150.0,70.0,0
6.0,22.0,9.0,0.0,255.0,248.0,0
1.0,0.0,29.0,26.0,25.0,120.0,0
8.0,6.0,28.0,13.0,130.0,180.0,0
1.0,0.1,6.1,1.71,343.0,28.0,0
0.6,0.3,6.3,0.0,0.0,30.0,0
3.0,16.0,61.0,46.0,310.0,390.0,0
1.0,1.1,16.0,11.0,90.0,80.0,0
1.0,0.0,8.0,5.0,65.0,35.0,0
0.6,0.3,5.7,0.0,0.0,28.0,0
0.9,0.2,10.0,4.7,69.0,41.0,0
0.9,0.0,6.4,6.0,24.0,40.6,0
1.0,0.5,14.0,13.0,170.0,70.0,0
3.0,13.0,43.0,37.0,310.0,290.0,0
4.0,4.0,37.0,25.0,190.0,286.0,0
0.64,0.17,6.61,3.27,48.0,21.0,0
1.0,0.0,8.0,5.0,65.0,35.0,0
0.9,0.2,10.0,4.7,69.0,41.0,0
1.0,0.0,6.5,4.0,54.0,32.0,0
0.6,0.0,7.0,2.9,42.0,25.0,0
0.93,0.24,9.58,4.74,69.0,44.0,0
1.0,0.0,8.0,0.0,60.0,35.0,0
3.0,8.0,26.0,19.0,5.0,190.0,0
0.21,0.1,2.7,0.0,0.0,15.0,0
0.8,0.1,5.0,5.0,40.0,32.0,0
0.0,0.0,4.1,4.1,50.0,24.0,0
1.0,0.0,8.0,5.0,65.0,35.0,0
4.1,14.4,35.0,23.7,0.1,290.0,0
2.24,0.35,22.0,9.23,68.0,94.0,0
0.0,0.3,7.9,0.0,0.0,37.0,0
0.5,0.3,3.92,3.68,2.0,21.0,0
5.0,11.0,41.0,20.0,230.0,280.0,0
1.0,0.0,7.0,5.0,60.0,30.0,0
1.0,0.0,6.0,2.0,42.0,25.0,0
4.0788,9.3388,72.9692,58.3326,358.45,385.756,0
1.0,0.0,14.0,0.0,0.0,59.0,0
1.0,0.0,8.0,5.0,65.0,35.0,0
11.5,64.8,141.7,24.14,751.0,1168.0,0
0.6,0.3,7.9,7.4,0.0,35.0,0
1.0,4.0,11.0,0.0,261.0,75.0,0
1.0,0.0,7.0,5.0,60.0,30.0,0
4.254,1.616,63.144,35.696,489.941,280.637,0
8.0,2.0,24.0,12.0,210.0,150.0,0
1.0,0.0,6.0,3.0,42.0,25.0,0
1.862,4.679,10.598,3.441,304.133,89.791,0
3.3,11.2,39.0,28.0,135.0,272.0,0
0.8,0.8,9.0,8.3,4.0,54.0,0
0.8,0.4,9.9,9.3,0.0,46.0,0
1.6916,4.9924,12.6344,8.6852,82.067,96.1886,0
1.0,3.6,11.7,9.6,58.0,82.0,0
0.0,21.0,0.0,0.0,0.0,385.0,0
0.61,0.15,7.55,6.2,1.0,30.0,1
0.9,0.2,11.0,9.5,2.0,46.0,1
0.7194,0.1769,8.904,7.3119,1.1793,35.3802,1
0.9,0.2,11.0,9.0,2.0,46.0,1
0.61,0.15,7.55,6.2,1.0,30.0,1
1.3908,0.342,17.214,14.136,2.28,68.4,1
1.0,0.0,12.0,10.0,2.0,46.0,1
0.9,0.2,11.0,9.0,2.0,46.0,1
0.0,0.2,11.6,9.5,2.0,46.0,1
0.9,0.2,11.0,9.0,2.0,46.0,1
0.9,0.2,11.0,9.0,2.0,46.0,1
0.9,0.2,11.0,9.0,2.0,46.0,1
1.83,0.45,22.65,18.6,3.0,90.0,1
0.9,0.2,11.0,9.0,2.0,46.0,1
0.94,0.23,11.63,9.55,2.0,46.0,1
0.9,0.2,11.0,9.0,2.0,46.0,1
0.0,0.0,11.0,1.0,10.0,10.0,1
0.9,0.2,11.5,9.4,0.0,45.0,1
0.2,0.4,2.1,1.7,0.3,8.0,1
1.7,0.4,21.0,17.0,3.0,85.0,1
0.6,0.0,7.6,6.0,1.0,30.0,1
1.7,0.4,2.1,17.0,3.0,9.0,1
1.0,0.0,17.0,14.0,0.0,70.0,1
0.9,0.2,11.6,9.5,1.5,46.0,1
0.4,0.3,6.9,6.9,2.0,33.0,1
0.0,0.0,31.0,29.0,10.0,120.0,1
0.0,0.0,37.0,26.0,25.0,150.0,1
1.0,0.0,7.55,12.0,0.0,40.0,1
1.0,0.0,9.0,7.0,0.0,35.0,1
0.0,1.0,14.0,9.0,10.0,60.0,1
0.9,0.2,11.5,9.4,2.0,46.0,1
1.0,0.0,10.5,10.0,0.0,40.0,1
0.0,1.0,15.0,11.0,10.0,60.0,1
1.0,0.0,21.0,20.0,0.0,80.0,1
1.73,0.43,21.4,17.58,3.0,85.0,1
1.45,0.15,17.9,14.76,2.0,76.0,1
0.6547,0.2,7.46,6.0,1.0,30.0,1
2.0,0.0,19.0,4.0,4.0,35.0,1
0.5,0.0,8.0,7.0,0.0,30.0,1
1.0,0.0,21.0,20.0,2.0,80.0,1
0.6,0.1,8.0,6.0,1.0,30.0,1
2.0,0.0,22.0,18.0,3.0,86.0,1
2.0,0.0,21.0,17.0,0.0,80.0,1
1.0,0.0,17.0,0.0,2.0,71.0,1
0.9,0.0,10.5,10.0,0.0,40.0,1
0.5,0.5,3.8,3.8,0.0,23.0,1
1.45,0.36,17.97,14.76,2.0,71.0,1
3.6,1.5,75.0,38.0,0.0,300.0,1
0.0,0.0,17.0,11.0,10.0,70.0,1
1.0,0.0,11.0,9.0,2.0,46.0,1
0.0,0.0,6.0,5.0,1.0,23.0,1
2.0,0.0,22.0,18.0,3.0,86.0,1
0.36,0.27,6.21,6.21,0.0,29.7,1
0.9,4.6,85.275,190.1,31.0,920.0,1
0.6,0.2,7.6,6.2,0.0,30.0,1
1.0,0.0,9.0,7.0,0.0,35.0,1
7.0,2.0,86.0,65.0,25.0,340.0,1
0.0,0.0,4.0,4.0,0.0,15.0,1
0.0,0.0,4.0,4.0,1.0,19.0,1
0.61,0.0,7.6,6.25,0.0,33.0,1
0.5,0.3,7.1,7.1,0.01,35.0,1
1.0,0.0,11.0,9.0,3.0,46.0,1
1.3,0.5,16.6,13.6,0.0,77.0,1
1.52,1.2,26.22,26.2,0.0,126.0,1
0.0,0.0,10.6,10.5,0.0,72.0,1
1.0,0.0,4.0,2.0,45.0,19.0,1
2.0,0.0,21.0,17.0,0.0,80.0,1
0.0,0.0,3.0,0.0,0.0,65.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,14.0,11.0,55.0,60.0,1
0.0,0.0,12.0,10.0,0.0,72.0,1
1.0,0.0,21.0,20.0,0.0,80.0,1
0.9,0.2,11.0,9.0,2.0,46.0,1
0.0,0.0,13.0,13.0,0.0,50.0,1
1.0,0.0,12.0,10.0,2.0,46.0,1
0.4,0.3,6.4,6.0,1.0,30.0,1
0.2,0.1,2.0,1.18,1.0,9.0,1
1.0,0.2,11.0,9.0,2.0,46.0,1
0.0,0.0,39.0,38.0,55.0,160.0,1
0.0,0.0,37.0,26.0,25.0,140.0,1
0.0,5.0,10.0,6.0,5.0,45.0,1
8.0,0.0,94.0,0.0,9.2,375.0,1
0.0,0.0,0.0,0.0,0.0,0.0,1
0.9,0.2,11.5,9.4,1.5,46.0,1
1.0,0.6,11.0,8.0,3.0,47.0,1
0.9,0.0,11.0,9.0,2.0,46.0,1
0.0,0.0,29.0,29.0,40.0,120.0,1
1.8,0.6,51.6,49.2,12.0,222.0,1
0.0,0.0,0.0,0.0,10.0,45.0,1
2.0,0.0,12.0,10.0,2.0,46.0,1
0.0,0.0,82.3,61.0,20.0,329.2,1
0.0,3.5,29.0,19.0,20.0,150.0,1
4.35,0.0,0.0,0.0,0.0,17.4,1
1.0,0.0,12.0,11.0,25.0,50.0,1
12.0,2.5,14.0,12.0,55.0,130.0,1
2.0,0.4,21.0,17.0,3.0,80.0,1
0.0,0.0,23.0,11.0,50.0,90.0,1
0.0,0.0,11.0,0.0,0.0,45.0,1
